id,interactionSerial,entityId,entitySerial,visitorId,visitorSerial,officerId,officerSerial,createdAt,editedAt,deletedAt
,,,,,,,,,,
b09fdebf-5bd3-4d08-abbc-b8b39c7dc1ea,E1-E1-V3-I1,0d4dbb2b-9fff-4d73-be5d-ea0c7d7cff25,E1,c4e05ad5-eafe-46c8-a7c3-a57283614a08,E1-V3,,,2026-01-08T18:57:53.071Z,2026-01-08T19:43:45.446Z,
